item_id,item_price,item_title,item_code,product_name,brand,vendor_product_number,unit_of_measurement,product_type,kode_kbki,tkdn(%),valid_until,product_url,model_/_type,nomor_izin_edar_(akd/akl/lainnya),jenis_produk_sesuai_izin_edar,fungsi,negara_asal_produk,negara_pabrikan,spesifikasi_produk_secara_singkat,informasi_lainnya,supplier
1255514,12536969,MAK EMERGENCY MOBILE STRETCHER 31208,4815000358-AK1-000921659,Emergency Mobile Stretcher 31208,MAK,31208,unit,lokal,4815000358,63,5/10/2023,,31208,AKD 20903910376,Wheeled stretcher,transfer pasien,Indonesia,Indonesia,"Made of stainless steel pipes (8%Ni,, Ø31.8mm, Ø25.4 mm and Ø19 mm)","Biaya ONGKIR yang terlampir adalah untuk per 1 meter kubik, minimal charge ongkos kirim 3-5 kubik",242976
1256388,11152571,MAK CHILDREN BED 33606 B,4818001002-AK1-000928758,Children Bed 33606 B,MAK,3606B,unit,lokal,4818001002,61,5/10/2023,,33606 B,AKD 20902910398,Pediatric hospital bed,Tempat Tidur,Indonesia,Indonesia,Combined between stainless steel pipes (Ø25.4mm & Ø12.7mm),"Biaya ONGKIR yang terlampir adalah untuk per 1 meter kubik ,minimal charge ongkos kirim 3-5 kubik",242976
1251958,16900000,INKA INKA X RAY FILM VIEWER,4815000280-AK1-000889593,INKA X RAY FILM VIEWER,INKA,2,unit,lokal,4815000280,60,22/04/2024,,KADITA,KEMENKES RI AKD 11501910246,RADIOGRAPHIC FILM ILLUMINATOR,Membaca hasil film X Ray Setelah dilakukan tindakan radiologi,Indonesia,Indonesia,"Dengan Material Sheet Metal, switch On/Off, Automatis Off jika tidak digunakan 30 menit, ukuran 1160 x 510 x 25 mm (ukuran luar), 1050 x 420 mm (ukuran viewer) menggunakan sistem microcontroller untuk pengaturan tingkat pencahayaan, area pencahayaan serta bisa menggunakan sistem remote pada pengaturannya, dengan berat 9-11 kg, Lampu background LED serta daya listrik 50 W/220 V",,418074
1259639,100000,VICOM BX US SURGICAL FACE MASK 3 PLY WITH LOOP,4815000073-AK1-000956159,Surgical Face Mask 3 Ply With Loop,VICOM BX US,3 Ply With Loop,Box ( isi 50 pcs ),lokal,4815000073,60,16/01/2024,,3 Ply With Loop,AKD 21603020171,Surgical apparel.,Efektif untuk menyaring droplet yang keluar dari pemakai ketika batuk atau bersin,Indonesia,Indonesia,Surgical Face Mask 3 Ply With Loop,,259833
1256315,1210,ONEJECT AUTO DISABLE SYRINGE 0.5 ML,4815000001-AK1-000928175,Auto Disable Syringe 0.5 ml,Oneject,ADS0.5,Pcs,lokal,4815000001,59,20/02/2023,,Auto Disable Syringe (ADS) 0.5ml,KEMENKES RI AKD 20902400067,Piston Syringe,Imunisasi,INDONESIA,INDONESIA,"Ukuran Needle: 24Gx1"" ; 23Gx1"" atau sesuai permintaan",1 Box = 100 pcs,242971
1255533,40164733,MAK ELECTRIC ICU ICCU SUPRAMAK BED 73003,4818001002-AK1-000921838,Electric ICU ICCU Supramak Bed 73003,MAK,73003,unit,lokal,4818001002,57,5/10/2023,,73003,AKD 20902910316,AC-powered adjustable hospital bed,Tempat Tidur,Indonesia,Indonesia,electric bed - trendelenburg,"Biaya ONGKIR yang terlampir adalah untuk per 1 meter kubik ,minimal charge ongkos kirim 3-5 kubik",242976
1256208,1260,ONEJECT HYPODERMIC SYRINGE WITH REUSE PREVENTION FEATURE / AUTO DISABLE SYRINGE 3ML,4815000001-AK1-000927283,Hypodermic Syringe with Reuse Prevention Feature / Auto Disable Syringe 3ml,Oneject,ADS 3,Pcs,lokal,4815000001,57,11/05/2021,,Hypodermic Syringe with Reuse Prevention Feature /Auto Disable Syringe 3ml,KEMENKES RI AKD 20902110033,Piston Syringe,Kuratif / General Purposes,INDONESIA,INDONESIA,"Ukuran Needle : 23Gx 1 1/4"" ; atau sesuai permintaan",1 Box = 100 Pcs,242971
1256613,56261582,MAK ELECTRIC GYNAECOLOG CHAIR 34108,4811004008-AK1-000930513,Electric Gynaecolog Chair 34108,MAK,530AM,unit,lokal,4811004008,57,5/10/2023,,34108,AKD 21103910515,Obstetric table and accessories,Meja Periksa/Tindakan,Indonesia,Indonesia,Combined between steel sheet (thickness : 8mm; 5.8mm; 4.8mm; 3.8mm; 2.8mm; 1.8mm),"Biaya ONGKIR yang terlampir adalah untuk per 1 meter kubik ,minimal charge ongkos kirim 3-5 kubik",242976
1259346,1210,ONEJECT II AUTO DISABLE SYRINGE 0.5 ML,4815000001-AK1-000953621,Auto Disable Syringe 0.5 ml,Oneject II,ADSII 0.5,Pcs,lokal,4815000001,57,21/02/2023,,Auto Disable Syringe (ADS) 0.5ml,KEMENKES RI AKD 20902310044,Piston Syringe,Imunisasi,INDONESIA,INDONESIA,"Ukuran Needle : 24Gx1"" ; 23Gx1"" atau sesuai permintaan",1 Box = 100 pcs,242971
1259670,100000,VICOM BX US SURGICAL FACE MASK 3 PLY TIE ON,4815000073-AK1-000956365,Surgical Face Mask 3 Ply Tie On,VICOM BX US,3 Ply Tie On,Box ( isi 50 pcs ),lokal,4815000073,57,16/01/2024,,3 Ply Tie On,AKD 21603020121,Surgical apparel.,Efektif untuk menyaring droplet yang keluar dari pemakai ketika batuk atau bersin,Indonesia,Indonesia,Surgical Face Mask 3 Ply Tie On,,259833
1259782,1260,ONEJECT II HYPODERMIC SYRINGE WITH REUSE PREVENTION FEATURE / AUTO DISABLE SYRINGE 1ML,4815000001-AK1-000957147,Hypodermic Syringe with Reuse Prevention Feature / Auto Disable Syringe 1ml,Oneject II,ADSII-1,Pcs,lokal,4815000001,57,26/02/2023,,Hypodermic Syringe with Reuse Prevention Feature /Auto Disable Syringe 1ml,KEMENKES RI AKD 20902310049,Piston Syringe,Imunisasi dan Kuratif,INDONESIA,INDONESIA,"Ukuran Needle : 27Gx3/8"" ; 26Gx1/2"" atau sesuai permintaan",1 Box = 100 pcs,242971
1259994,1465,ONEJECT HYPODERMIC SYRINGE WITH REUSE PREVENTION FEATURE / AUTO DISABLE SYRINGE 5ML,4815000001-AK1-000958749,Hypodermic Syringe with Reuse Prevention Feature / Auto Disable Syringe 5ml,Oneject,ADS5,Pcs,lokal,4815000001,54,11/05/2021,,Hypodermic Syringe with Reuse Prevention Feature /Auto Disable Syringe 5ml,KEMENKES RI AKD 20902110033,Piston Syringe,Imunisasi dan Kuratif,INDONESIA,INDONESIA,"Ukuran Needle : 21Gx1 1/2"" ; 22Gx1 1/2"" atau sesuai permintaan",1 Box = 100 Pcs,242971
1259663,1465,ONEJECT II AUTO DISABLE SYRINGE 0.05 ML,4815000001-AK1-000956338,Auto Disable Syringe 0.05 ml,Oneject II,ADSII 0.05,Pcs,lokal,4815000001,52,3/04/2023,,Auto Disable Syringe 0.05ml,KEMENKES RI AKD 20902310051,Piston Syringe,Imunisasi,INDONESIA,INDONESIA,"Ukuran Needle : 27Gx3/8"" ; 26Gx3/8""",1 Box = 100 pcs,242971
1266904,5409000,KARIXA EXAMINATION TABLE KA 07-01A,4818001005-AK1-001025934,Examination Table KA 07-01A,KARIXA,KA 07-01A,unit,lokal,4818001005,51,17/09/2025,,KA 07-01A,AKD 10903021912,Medical chair and table,Pemeriksaan umum,Indonesia,Indonesia,"Konstruksi keseluran terbuat dari pipa baja (steel), pergerakan menggunakan gaspring, dilengkapi dengan injakan foot step","Kubikasi produk : 0.56 1. Harga produk tidak dapat dinegosiasikan. 2. Pembelian produk kurang dari 3 meter kubik, maka ongkos kirim akan dibulatkan menjadi 3 meter kubik. 3. Biaya ongkos kirim yang tercantum adalah biaya sampai ke pusat kota/kabupaten dan sekitarnya dengan radius +/- 10 Km dari pusat kota/kabupaten , apabila melebihi radius tersebut maka akan dikenakan biaya tambahan . 4. Ongkos kirim yang tercantum hanya untuk 1 tujuan alamat pengiriman. 5. Ongkos kirim sudah termasuk ppn/pph dan asuransi . 6. Garansi produk 2 tahun dan ketersediaan suku cadang 5 tahun.",240208
1247690,128000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 80MM X 25M, ROLL, ECG8025",3219900007-AK1-000863970,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 80MM X 25M, Roll, ECG8025",ENDO,EI78,roll,lokal,3219900007,50,2/02/2023,,"Roll, ECG8025",AKD 10502810077,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Various 3 Channel ECG Machine, Edan SE-3, Edan SE-300, Dimed LTD405S / LTD405W. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 80MM x 25M (Untuk berbagai merek ECG 3 Channel, dan lain-lain).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247703,149000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 80MM X 30M, ROLL, ECG8030",3219900007-AK1-000863998,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 80MM X 30M, Roll, ECG8030",ENDO,EI79,roll,lokal,3219900007,50,2/02/2023,,"Roll, ECG8030",AKD 10502810077,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Various Patient Monitor, Various 3 Channel ECG Machine, Bestman ECG213, Carewell 1103GW Vet / ECG-1103LW, Farum E30G, Innomed HEARTSCREEN 80G-L, Medigate MeCA303i. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 80MM x 30M (Untuk berbagai merek ECG 3 Channel termasuk INNOMED, NIHON).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247711,150000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 80MM X 70MM X 300 LEMBAR, Z-FOLD (PACK), SAT101",3219900007-AK1-000864031,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 80MM X 70MM X 300 Lembar, Z-Fold (Pack), SAT101",ENDO,EI80,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), SAT101",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Schiller 2157-026, AT-101. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 80MM x 70MM x 300 Lembar (Untuk SCHILLER 2157-026 AT-101).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247721,128000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 80MM X 90MM X 280 LEMBAR, Z-FOLD (PACK), HMAC400600",3219900007-AK1-000864066,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 80MM X 90MM X 280 Lembar, Z-Fold (Pack), HMAC400600",ENDO,EI81,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), HMAC400600",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di GE, Hellige Contrast / Hellige Marquette, 2030887-001, MAC-i, MAC-400, MAC-600). Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 80MM x 90MM x 280 Lembar (Untuk GE, HELLIGE CONTRAST, 2030887-001, MAC-i/400/600).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247731,159000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 90MM X 70MM X 400 LEMBAR, Z-FOLD (PACK), EBP80",3219900007-AK1-000864111,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 90MM X 70MM X 400 Lembar, Z-Fold (Pack), EBP80",ENDO,EI82,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), EBP80",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Esaote Biomedica 96900 29000, P-80. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 90MM x 70MM x 400 Lembar (Untuk ESAOTE BIOMEDICA 96900 29000, P-80).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247732,177000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 90MM X 90MM X 200 LEMBAR, Z-FOLD (PACK), ZLMS80000300",3219900007-AK1-000864127,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 90MM X 90MM X 200 Lembar, Z-Fold (Pack), ZLMS80000300",ENDO,EI83,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), ZLMS80000300",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di ZOLL, M-Series, 8000-0300. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 90MM x 90MM x 200 Lembar (Untuk ZOLL, M-SERIES, 8000-0300).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247737,139000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 90MM X 90MM X 360 LEMBAR, Z-FOLD (PACK), HMAC500",3219900007-AK1-000864152,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 90MM X 90MM X 360 Lembar, Z-Fold (Pack), HMAC500",ENDO,EI84,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), HMAC500",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di GE, Hellige Contrast / Hellige Marquette, 2261-6702, MAC-500). Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 90MM x 90MM x 360 Lembar (Untuk GE, HELLIGE CONTRAST, 2261-6702, MAC-500).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247762,158000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 90MM X 90MM X 400 LEMBAR, Z-FOLD (PACK), SAT1",3219900007-AK1-000864267,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 90MM X 90MM X 400 Lembar, Z-Fold (Pack), SAT1",ENDO,EI85,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), SAT1",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Schiller 2157-014, AT-1. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 90MM x 90MM x 400 Lembar (Untuk SCHILLER 2157-014, AT-1).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247769,151000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / NST - CTG PAPER UKURAN 112MM X 100MM X 160 LEMBAR, Z-FOLD (PACK), BIOCAREFM801",3219900007-AK1-000864299,"Medical Recording Chart Paper, Kertas ECG / NST - CTG Paper ukuran 112MM X 100MM X 160 Lembar, Z-Fold (Pack), BIOCAREFM801",ENDO,EI86,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), BIOCAREFM801",AKD 10502810078,Paper chart recorder.,Kertas NST / CTG (Fetal Monitor) untuk dapat digunakan di Biocare FM-801.,INDONESIA,INDONESIA,"Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / NST - CTG Paper ukuran 112MM x 100MM x 160 Lembar (Untuk BIOCARE FM-801).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247779,217000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / NST - CTG PAPER UKURAN 112MM X 120MM X 150 LEMBAR, Z-FOLD (PACK), BIOBFM800",3219900007-AK1-000864329,"Medical Recording Chart Paper, Kertas ECG / NST - CTG Paper ukuran 112MM X 120MM X 150 Lembar, Z-Fold (Pack), BIOBFM800",ENDO,EI87,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), BIOBFM800",AKD 10502810078,Paper chart recorder.,"Kertas CTG / NST (Fetal Monitor) untuk mencetak hasil pembacaan dari pemantauan aktivitas dan denyut jantung janin, serta kontraksi rahim saat bayi berada di dalam kandungan, sesuai yang ditampilkan dan/atau direkam oleh Mesin CTG / NST (Fetal Monitor).",INDONESIA,INDONESIA,"Kertas NST / CTG (Fetal Monitor) untuk dapat digunakan di Biosys BFM-800. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / NST - CTG Paper ukuran 112MM x 120MM x 150 Lembar (Untuk BIOSYS BFM-800).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247784,248000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / NST - CTG PAPER UKURAN 112MM X 25M, ROLL, CTGBIONICS112",3219900007-AK1-000864359,"Medical Recording Chart Paper, Kertas ECG / NST - CTG Paper ukuran 112MM X 25M, Roll, CTGBIONICS112",ENDO,EI88,roll,lokal,3219900007,50,2/02/2023,,"Roll, CTGBIONICS112",AKD 10502810077,Paper chart recorder.,"Kertas CTG / NST (Fetal Monitor) untuk mencetak hasil pembacaan dari pemantauan aktivitas dan denyut jantung janin, serta kontraksi rahim saat bayi berada di dalam kandungan, sesuai yang ditampilkan dan/atau direkam oleh Mesin CTG / NST (Fetal Monitor).",INDONESIA,INDONESIA,"Kertas NST / CTG (Fetal Monitor) untuk dapat digunakan di Bionics BFM-900. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / NST - CTG Paper ukuran 112MM x 25M (Untuk BIONICS BFM-900).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
